SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2,Predicted_Label
55.78,1.46,15.48,6.97,7.8,4.99,0.3,0.22,6.8,0.1219074937,Basaltic Trachyandesite
64.33,0.53,17.88,3.0199999999999996,1.96,0.5,0.23,0.18,11.38,0.1769003575,Trachyte
50.7,0.59,14.75,4.8,7.2,6.66,0.29,0.46,12.81,0.198667147,Tephriphonolite
40.38,2.3,14.99,11.74,11.77,12.52,0.27,0.68,4.23,0.1047548291,Foidite
44.09,2.36,14.56,10.66,8.0,10.35,0.17,0.8,6.14,0.1392606033,Tephrite
52.88,1.2,9.13,11.2,9.59,9.7,0.17,0.15,3.2699999999999996,0.06183812405,Basaltic Andesite
51.43,1.35,12.83,4.87,7.84,4.94,0.23,0.2,7.87,0.136829653,Basaltic Trachyandesite
65.87,1.26,14.61,5.14,3.94,0.6500000000000004,0.05,0.2,8.17,0.1240321846,Trachydacite
49.58,2.5,11.96,6.1,6.76,8.8,0.18,1.31,13.01,0.2624041952,Foidite
44.58,0.27,4.959999999999999,10.52,5.85,32.37,0.23,0.17,0.75,0.01682368775000001,Picrobasalt
52.99,0.78,15.34,5.34,5.52,5.24,0.22,0.33,13.51,0.2549537649,Tephriphonolite
49.68,1.88,12.19,17.65,8.01,5.31,0.26,0.15,2.8900000000000006,0.05817230274,Basalt
75.1,0.28,15.09,1.7199999999999998,1.4299999999999997,0.41000000000000014,0.07,0.03999999999999998,5.66,0.07536617843,Rhyolite
67.71,0.59,13.98,4.72,4.63,1.29,0.19,0.15,4.43,0.06542608182,Dacite
52.3,0.75,15.76,4.11,5.8,5.65,0.17,0.46,12.8,0.2447418738,Tephriphonolite
65.8,0.3700000000000001,15.4,3.71,4.33,2.11,0.08,0.10999999999999999,5.33,0.08100303951,Dacite
54.31,0.92,14.3,4.73,7.08,5.44,0.23,0.10999999999999999,12.39,0.2281347818,Tephriphonolite
57.58,1.75,13.01,11.27,7.98,4.67,0.21,0.24,1.1600000000000001,0.020145883990000002,Andesite
55.75,0.95,17.78,7.95,8.61,3.39,0.16,0.16000000000000003,3.5199999999999996,0.06313901345,Basaltic Andesite
49.12,3.49,12.63,15.129999999999999,8.09,4.15,0.28,1.24,4.46,0.0907980456,Basalt
44.99,1.2,7.929999999999999,10.98,8.14,23.989999999999995,0.18,0.18,1.2000000000000002,0.02667259391,Picrobasalt
44.82,3.76,14.22,12.26,12.53,6.11,0.21,0.49,3.8400000000000003,0.08567603748,Basanite
53.25,1.93,14.91,6.6,5.96,3.31,0.28,0.28,8.91,0.1192989069,Basaltic Trachyandesite
47.91,0.49,12.25,4.12,7.34,3.81,0.06000000000000001,0.03999999999999998,10.69,0.1992852638,Phonotephrite
47.06,3.1,16.33,10.82,8.61,4.23,0.22,0.84,7.07,0.1502337442,Tephrite
53.53,2.23,15.24,6.8,6.38,4.98,0.15,0.25,7.15,0.1588168802,Basaltic Trachyandesite
63.64,0.68,18.56,3.1500000000000004,1.2000000000000002,0.54,0.14,0.13,12.95,0.2034883721,Trachyte
53.84,0.67,13.56,5.78,5.29,4.85,0.3,0.18,12.01,0.2216226275,Tephriphonolite
62.5,0.3700000000000001,16.3,4.44,6.89,2.89,0.09,0.07,7.34,0.11744,Trachyandesite
42.37,1.03,9.02,11.09,11.31,21.33,0.19,0.4,0.9800000000000004,0.02312957281,Picrobasalt
46.6,1.78,16.5,9.18,9.74,5.69,0.16,0.95,5.39,0.1156652361,Trachybasalt
39.13,3.71,14.92,8.01,12.4,7.81,0.13,1.37,10.62,0.2714030156,Foidite
40.36,3.31,13.05,12.86,11.87,10.11,0.32,0.51,5.34,0.132309217,Foidite
50.18,0.49,14.09,7.29,11.37,11.260000000000002,0.19,0.03999999999999998,3.2900000000000005,0.06556396970999999,Basalt
41.76,3.05,13.38,11.06,11.89,9.41,0.21,0.65,5.11,0.1223659004,Basanite
67.26,0.52,15.08,3.66,3.5,1.0300000000000002,0.07,0.2,9.65,0.1434730895,Trachydacite
46.77,0.52,12.98,4.13,6.27,3.27,0.09,0.04999999999999999,10.07,0.2172370618,Phonotephrite
53.67,2.37,13.01,6.77,5.01,3.05,0.29,0.34,6.28,0.1198431958,Basaltic Trachyandesite
52.23,0.66,13.56,5.34,5.67,6.41,0.27,0.48,13.05,0.2498564044,Tephriphonolite
59.32,0.79,15.1,4.45,5.03,1.38,0.05,0.17,11.58,0.1952124073,Trachyte
45.65,3.1,14.27,7.68,11.12,6.43,0.15,0.3,11.14,0.2440306681,Foidite
59.62,1.09,14.76,6.51,6.34,7.04,0.06000000000000001,0.68,3.1899999999999995,0.05350553506,Andesite
73.7,0.1499999999999999,14.88,0.7400000000000002,1.2199999999999998,0.3700000000000001,0.010000000000000009,0.07,5.9,0.08005427408,Rhyolite
71.62,0.39,12.98,2.76,0.6699999999999999,0.22999999999999954,0.06000000000000001,0.09000000000000002,9.01,0.1258028484,Rhyolite
54.47,0.3599999999999999,14.71,2.04,10.28,1.5000000000000004,0.08,0.09000000000000002,13.5,0.2478428493,Phonolite
42.6,3.26,12.3,11.52,10.8,12.4,0.18,0.68,4.32,0.1014084507,Basanite
54.52,0.76,13.3,5.5,5.37,6.25,0.25,0.41,11.92,0.2186353632,Tephriphonolite
50.25,1.83,15.72,12.37,8.06,5.0,0.13,0.38,4.17,0.08298507463,Basalt
43.63,1.4,7.0,12.64,6.73,25.47,0.18,0.13,1.4000000000000004,0.03208801284,Picrobasalt
49.8,1.3,17.5,8.76,10.1,3.98,0.13,0.64,5.56,0.1116465863,Trachybasalt
55.0,1.02,13.88,12.46,4.67,4.3,0.19,0.13,5.4,0.09818181818,Basaltic Andesite
58.11,0.58,13.78,3.2099999999999995,10.77,1.75,0.03,0.03999999999999998,12.64,0.2175184994,Phonolite
43.39,1.72,12.97,12.71,10.37,6.62,0.29,0.24,11.97,0.2758700161,Foidite
65.5,0.99,16.59,4.11,2.21,0.9699999999999998,0.05,0.22,9.78,0.1493129771,Trachydacite
49.98,0.67,15.1,9.3,10.82,10.62,0.17,0.07,2.46,0.04921968788,Basalt
65.22,0.7,13.61,2.13,5.07,1.7099999999999995,0.17,0.06,12.17,0.1865992027,Trachyte
68.61,0.52,14.95,3.2800000000000002,3.6099999999999994,1.62,0.07,0.14,6.83,0.09954817082,Dacite
56.62,1.09,15.73,8.12,10.14,4.62,0.19,0.16000000000000003,1.2199999999999998,0.021547156479999996,Basaltic Andesite
44.27,1.17,12.35,8.68,12.19,17.68,0.24,0.27,1.6100000000000003,0.03636774339,Picrobasalt
64.1,0.41999999999999993,15.58,6.6,0.7199999999999998,0.16999999999999993,0.1,0.04999999999999999,11.07,0.172698908,Trachyte
78.68,0.18999999999999995,13.46,1.5499999999999998,0.5700000000000003,0.28000000000000025,0.06000000000000001,0.09000000000000002,5.14,0.06532791052,Rhyolite
52.8,0.9,13.1,8.03,8.41,10.5,0.15,0.5,4.72,0.08939393939,Basaltic Andesite
64.18,1.11,14.38,5.05,2.4799999999999995,1.1600000000000001,0.08,0.3,8.26,0.1287005298,Trachydacite
57.45,0.8,12.96,10.61,6.05,4.89,0.14,0.10999999999999999,5.3,0.09225413403,Andesite
44.9,2.082,14.41,10.94,11.78,8.91,0.192,1.078,5.03,0.1120267261,Basanite
41.3,4.05,14.1,13.6,11.94,7.67,0.17,0.61,3.92,0.09491525424,Basanite
50.1,1.7,12.4,6.84,7.2,9.6,0.1,1.6,8.5,0.1696606786,Phonotephrite
55.79,0.97,12.05,4.83,6.61,5.8,0.22,0.45,12.38,0.2219035669,Tephriphonolite
50.28,2.11,17.58,10.03,7.4,4.98,0.16,0.57,5.94,0.1181384248,Trachybasalt
70.08,0.3700000000000001,14.39,1.0499999999999998,0.9000000000000004,0.2999999999999998,0.05,0.08000000000000002,11.32,0.1615296804,Rhyolite
64.86,0.3400000000000001,18.46,3.38,4.56,2.6800000000000006,0.09,0.13,3.78,0.05827937094999999,Dacite
43.65,2.07,8.85,15.100000000000001,9.02,18.88,0.2,0.19000000000000003,2.0299999999999994,0.046506300109999996,Picrobasalt
54.6,1.33,14.06,5.6,5.56,4.87,0.19,0.48,7.57,0.1155446293,Basaltic Trachyandesite
66.94,1.18,17.09,6.22,1.2000000000000002,2.05,0.12,0.18,2.66,0.03973707798000001,Dacite
65.66,1.18,12.85,6.11,2.5300000000000002,0.9900000000000002,0.12,0.32,7.82,0.1190983856,Trachydacite
41.88,2.67,11.89,11.76,10.64,12.55,0.19,0.9099999999999999,4.31,0.102913085,Basanite
45.74,2.79,14.49,10.48,10.05,9.07,0.12,0.82,6.44,0.1407958024,Tephrite
43.04,2.77,11.06,12.49,10.05,14.75,0.2,0.8,4.84,0.1124535316,Basanite
46.9,1.697,12.82,7.21,11.21,7.96,0.116,1.8599999999999999,7.85,0.1673773987,Tephrite
63.11,0.98,13.47,2.05,5.4,2.34,0.12,0.08000000000000002,11.01,0.1744572968,Trachyte
47.39,1.86,17.18,10.78,8.94,7.02,0.19,0.44,4.73,0.09981008652,Basalt
53.73,2.56,14.79,10.92,7.3,3.47,0.2,0.54,4.88,0.09082449283,Basaltic Andesite
49.0,0.74,15.5,6.07,10.4,5.51,0.14,0.62,8.6,0.1755102041,Phonotephrite
46.29,0.4,12.82,5.33,7.37,2.55,0.01999999999999999,0.09000000000000002,9.96,0.1944664032,Phonotephrite
60.49,0.77,15.92,3.99,4.42,1.2999999999999998,0.07,0.2,11.86,0.1960654654,Trachyte
64.6,0.76,16.55,2.62,3.84,1.13,0.09,0.19000000000000003,7.59,0.1174922601,Trachydacite
55.03,2.49,14.0,6.93,7.84,3.7299999999999995,0.19,0.32,6.96,0.1264764674,Basaltic Trachyandesite
81.06,0.20999999999999996,9.49,1.4800000000000004,0.34999999999999964,0.23999999999999932,0.01999999999999999,0.02999999999999997,7.07,0.0872193437,Rhyolite
44.0,2.74,13.93,10.87,11.1,10.49,0.19,0.58,4.46,0.1013636364,Basanite
65.96,0.68,16.15,4.46,3.74,2.43,0.07,0.15,6.37,0.09657368102,Dacite
65.49,0.68,16.42,2.5,3.8,1.9600000000000004,0.05,0.18,9.85,0.1504046419,Trachydacite
39.52,2.41,13.26,12.15,11.62,10.2,0.27,1.49,6.57,0.1662449393,Foidite
41.18,4.05,10.83,21.83,12.7,7.9,0.28,0.37,0.8600000000000003,0.020883924240000004,Picrobasalt
67.79,0.3599999999999999,16.33,2.5299999999999994,3.3,1.08,0.06000000000000001,0.12,7.21,0.1063578699,Dacite
46.23,0.42999999999999994,13.61,4.79,7.4,2.57,0.08,0.02999999999999997,10.15,0.1759115593,Phonotephrite
43.1,2.21,12.33,9.46,11.61,17.8,0.23,0.14,0.7199999999999998,0.016705336429999995,Picrobasalt
74.62,0.30000000000000004,13.03,3.4999999999999996,0.5300000000000002,0.4800000000000004,0.03,0.03999999999999998,7.17,0.09608683999,Rhyolite
44.12,1.39,13.93,8.94,12.32,8.76,0.15,1.12,8.26,0.1872166818,Tephrite
53.74,2.43,15.4,6.88,7.92,4.4,0.19,0.47,7.66,0.1425381466,Basaltic Trachyandesite
60.86,0.63,17.16,5.37,5.7,3.05,0.1,0.24,6.63,0.1089385475,Andesite
41.15,3.1,12.12,12.35,11.81,10.37,0.21,1.3400000000000003,4.68,0.1137302552,Basanite
43.06,2.4,15.06,6.16,8.09,11.91,0.2,0.8999999999999999,12.95,0.3007431491,Foidite
40.4,3.85,17.05,8.42,9.84,13.89,0.31,1.01,5.81,0.1438118812,Foidite
48.64,0.4,13.27,5.51,7.03,2.82,0.06000000000000001,0.07,9.22,0.1769752594,Phonotephrite
56.17,1.63,16.58,5.47,5.31,6.49,0.16,0.32,5.35,0.0952465729,Basaltic Andesite
40.88,3.84,17.91,9.27,12.43,9.45,0.14,0.51,6.33,0.1548434442,Foidite
47.98,1.56,19.12,10.089,10.16,4.2,0.17,0.36,5.38,0.1121300542,Trachybasalt
41.66,4.5,14.59,12.8,10.2,6.57,0.2,0.8699999999999999,4.47,0.1072971675,Basanite
43.27,3.17,10.58,12.88,12.22,12.33,0.18,0.44,3.38,0.07811416686,Basanite
39.36,2.06,11.67,10.31,9.34,12.67,0.11000000000000001,0.3,13.45,0.3417174797,Foidite
52.46,2.22,14.8,6.9,7.81,4.13,0.28,0.43,8.48,0.1616469691,Basaltic Trachyandesite
66.412,0.28,15.488,3.656,0.484,0.28000000000000025,0.169,0.05299999999999999,10.99,0.1654821418,Trachyte
63.37,0.55,16.92,3.64,4.28,1.9099999999999997,0.04000000000000001,0.18,6.65,0.1049392457,Dacite
44.7,2.15,9.46,11.4,8.78,19.05,0.27,0.10999999999999999,1.6399999999999997,0.03668903803000001,Picrobasalt
54.74,0.72,18.92,6.61,8.07,2.9,0.14,0.28,5.49,0.1002922908,Basaltic Andesite
57.77,0.6,17.0,5.3,5.07,3.87,0.03,0.06,10.39,0.1798511338,Trachyandesite
60.48,0.74,18.63,4.8,1.8399999999999999,1.0099999999999998,0.13,0.31,11.78,0.1947751323,Trachyte
65.63,0.63,14.85,5.88,1.0899999999999999,0.05999999999999961,0.22,0.06,10.7,0.1630351973,Trachyte
38.99,1.3,17.9,9.38,11.54,13.62,0.21,0.8899999999999999,3.21,0.08232880226,Foidite
57.96,0.39,14.11,3.0600000000000005,11.27,0.5499999999999998,0.07,0.02999999999999997,12.66,0.218426501,Phonolite
42.0,3.1,10.8,12.42,10.3,11.3,0.2,1.46,5.8,0.1380952381,Tephrite
52.64,0.8,15.83,6.66,5.03,5.38,0.25,0.4,11.2,0.2127659574,Tephriphonolite
57.67,1.36,16.88,6.44,5.84,3.83,0.11000000000000001,0.3,6.73,0.1166984567,Trachyandesite
62.72,0.4099999999999998,15.94,4.6,5.21,2.42,0.09,0.18,5.52,0.08801020408,Andesite
55.78,1.46,15.48,6.97,7.8,4.99,0.3,0.22,6.8,0.1219074937,Basaltic Trachyandesite
65.18,0.54,15.69,3.64,2.66,1.6000000000000005,0.06000000000000001,0.15,8.12,0.1245780914,Trachydacite
60.1,0.6899999999999998,14.57,9.77,4.11,4.6,0.41,0.76,5.84,0.09717138103,Andesite
50.13,1.22,18.53,10.86,11.56,4.03,0.17,0.12,2.17,0.04328745262,Basalt
41.65,2.87,13.77,9.54,8.13,10.97,0.25,0.38,12.47,0.2993997599,Foidite
59.04,0.78,17.68,6.63,6.9,2.91,0.16,0.2,4.84,0.08197831978,Andesite
62.79,0.64,15.71,6.27,6.57,3.03,0.11000000000000001,0.09000000000000002,4.01,0.06386367256,Andesite
47.75,1.721,15.0,11.05,10.02,10.18,0.165,0.227,3.89,0.08146596859,Basalt
60.53,0.39,16.53,5.19,5.82,2.63,0.07,0.08000000000000002,7.47,0.1234098794,Trachyandesite
74.12,0.21999999999999997,13.64,1.3899999999999997,0.47999999999999954,0.3799999999999999,0.01999999999999999,0.08000000000000002,8.49,0.1145439827,Rhyolite
46.5,0.32000000000000006,12.93,5.19,7.32,2.83,0.07,0.06,9.62,0.2038915338,Phonotephrite
66.37,0.71,14.52,4.31,3.95,1.4900000000000007,0.03,0.42,8.99,0.1354527648,Trachydacite
46.39,2.76,15.45,10.03,9.76,5.89,0.22,0.56,7.82,0.1685708127,Tephrite
56.5,2.15,15.73,5.91,5.9,4.02,0.3,0.38,6.14,0.1086725664,Basaltic Trachyandesite
43.15,1.23,6.66,13.14,5.32,28.129999999999995,0.18,0.15,1.46,0.03383545771,Picrobasalt
49.28,0.71,15.12,10.07,9.83,9.25,0.18,0.04999999999999999,3.08,0.0625,Basalt
62.1,0.5,16.51,5.53,5.84,2.29,0.14,0.12,4.69,0.07552334944,Andesite
44.65,2.26,16.71,11.5,7.68,4.72,0.1,0.29,12.91,0.289137738,Foidite
67.31,0.6,16.1,3.0999999999999996,2.05,0.8200000000000003,0.08,0.13,9.45,0.1403951865,Trachydacite
60.724,0.694,17.105,7.183,7.036,2.81,0.216,0.165,4.067,0.06697516633,Andesite
64.49,0.6,17.8,3.94,1.5700000000000003,1.62,0.09,0.35,9.88,0.1532020468,Trachydacite
64.25,1.03,14.72,2.49,3.76,1.3399999999999999,0.01999999999999999,0.17,9.99,0.1554863813,Trachydacite
47.7,2.028,13.2,11.22,8.64,8.29,0.704,0.475,5.2,0.1090146751,Trachybasalt
55.92,1.13,16.46,7.85,8.2,5.48,0.12,0.15,2.26,0.04041487839999999,Basaltic Andesite
51.0,0.79,13.71,6.75,5.86,6.43,0.25,0.27,11.35,0.2300202094,Tephriphonolite
38.34,3.65,12.69,11.73,11.46,12.77,0.17,1.0,5.4,0.1408450704,Foidite
70.54,0.27,15.87,0.6699999999999999,0.6299999999999999,0.2999999999999998,0.010000000000000009,0.009999999999999953,9.33,0.1322653813,Rhyolite
57.4,0.73,18.09,6.9,7.11,3.11,0.1414,0.1444,4.45,0.0775261324,Andesite
72.04,0.16999999999999993,11.87,1.8200000000000003,0.6900000000000004,0.16000000000000014,0.05,0.10000000000000003,10.66,0.1479733481,Rhyolite
62.99,0.56,17.51,3.86,1.9100000000000001,0.45999999999999996,0.11000000000000001,0.15,10.77,0.1709795206,Trachyte
48.94,0.41999999999999993,12.23,4.4,6.74,3.64,0.01999999999999999,0.04999999999999999,10.56,0.2006486486,Phonotephrite
56.47,0.5,12.15,4.53,7.75,4.17,0.12,0.34,11.64,0.2061271472,Tephriphonolite
66.03,0.59,15.45,6.78,2.66,3.79,0.19,0.44,3.42,0.0517946388,Dacite
67.46,1.07,14.11,5.02,5.83,4.43,0.1,0.45,2.3100000000000005,0.03424251408000001,Dacite
56.39,0.79,14.19,11.99,8.8,3.53,0.2,0.14,3.25,0.05763433233000001,Basaltic Andesite
55.61,2.22,15.35,6.84,7.7,3.83,0.32,0.16000000000000003,6.33,0.1138284481,Basaltic Trachyandesite
56.82,0.47,13.86,2.71,10.45,1.9900000000000002,0.08,0.02999999999999997,12.71,0.223688842,Phonolite
52.75,2.28,15.04,6.83,7.53,4.11,0.17,0.27,8.39,0.1590521327,Basaltic Trachyandesite
43.04,2.14,12.33,13.06,9.69,15.96,0.19,0.3,0.6699999999999999,0.015566914500000001,Picrobasalt
53.93,0.68,13.62,6.33,7.84,4.78,0.16,0.22,9.95,0.1909867345,Tephriphonolite
59.99,0.88,17.83,5.41,3.42,5.49,0.11000000000000001,0.09000000000000002,4.78,0.07967994666,Andesite
56.84,0.3599999999999999,15.47,2.0299999999999994,10.13,1.7800000000000002,0.08,0.04999999999999999,13.32,0.2343420127,Phonolite
48.77,1.84,13.96,11.35,9.17,9.53,0.17,0.25,3.7,0.07586631126,Basalt
42.11,2.94,10.7,12.33,9.53,15.16,0.2,0.83,4.36,0.1035383519,Basanite
81.54,0.3799999999999999,14.81,0.6899999999999995,1.2199999999999998,0.17999999999999972,0.03,0.03999999999999998,2.0999999999999996,0.025754231049999993,Rhyolite
41.94,2.69,8.54,11.08,15.86,14.3,0.1402,0.451,2.3200000000000003,0.055317119689999986,Picrobasalt
60.15,1.058,16.52,5.51,5.89,3.55,0.113,0.257,6.224,0.1034746467,Andesite
59.98,0.42999999999999994,16.48,5.86,5.75,2.97,0.09,0.04999999999999999,8.15,0.1358786262,Trachyandesite
47.14,2.143,15.09,11.6,9.02,5.38,0.192,0.75,7.797,0.1654009334,Tephrite
42.99,2.16,10.54,10.74,13.1,12.470000000000002,0.22,0.39,8.28,0.1926029309,Foidite
54.78,0.73,15.31,4.08,5.75,4.25,0.31,0.32,12.5,0.2281854691,Tephriphonolite
60.5,0.57,15.32,5.2,5.45,3.92,0.04000000000000001,0.10000000000000003,7.73,0.127768595,Trachyandesite
61.99,0.667,14.95,7.06,1.4299999999999997,0.4400000000000004,0.272,0.09800000000000003,11.51,0.1856751089,Trachyte
61.72,1.03,19.04,2.25,1.5599999999999996,0.5600000000000005,0.06000000000000001,0.08000000000000002,10.97,0.1777381724,Trachyte
54.11,1.44,14.63,11.46,8.33,3.95,0.26,0.10000000000000003,3.89,0.07189059324,Basaltic Andesite
56.5,2.15,15.73,5.91,5.9,4.02,0.3,0.38,6.14,0.1086725664,Basaltic Trachyandesite
49.26,2.874,13.2,14.2,10.3,5.87,0.244,0.334,3.037,0.061652456349999996,Basalt
55.36,0.52,15.96,3.3699999999999997,11.72,0.6699999999999999,0.09,0.07,13.04,0.2355491329,Phonolite
55.05,2.37,14.7,6.61,7.88,4.56,0.27,0.4,5.89,0.1069936421,Basaltic Trachyandesite
42.73,3.66,15.34,10.95,11.71,6.43,0.19,0.96,6.2,0.1450971215,Tephrite
47.93,2.26,14.31,14.09,9.42,6.19,0.23,0.32,3.61,0.07531817233,Basalt
57.67,2.07,12.99,6.09,5.73,5.42,0.06000000000000001,0.7930000000000001,8.62,0.1494711288,Trachyandesite
62.22,0.78,15.96,6.99,6.5,2.91,0.11000000000000001,0.12,4.39,0.07055609129,Andesite
57.83,0.44999999999999996,13.35,3.1700000000000004,10.39,1.79,0.09,0.10000000000000003,12.69,0.2194362787,Phonolite
50.14,3.4,13.5,13.05,8.23,4.52,0.21,0.57,4.31,0.08595931392,Basalt
58.08,0.733,16.29,7.13,8.19,4.86,0.15,0.08000000000000002,3.62,0.062327823690000006,Andesite
44.67,1.3,10.38,10.61,9.85,18.81,0.22,0.11099999999999999,1.5199999999999996,0.03402731139000001,Picrobasalt
53.76,2.5,15.92,6.65,6.35,3.4,0.17,0.24,8.37,0.1556919643,Basaltic Trachyandesite
58.1,0.4099999999999998,13.31,2.84,10.34,0.7199999999999998,0.03,0.07,13.12,0.2258175559,Phonolite
45.7,3.43,16.22,11.77,9.19,4.96,0.213,0.8799999999999999,7.64,0.1671772429,Tephrite
47.91,0.53,12.83,5.49,6.98,2.6,0.1,0.02999999999999997,9.5,0.2104162309,Phonotephrite
55.53,0.28,13.96,7.75,9.27,7.23,0.12,0.66,4.03,0.07257338376,Basaltic Andesite
51.49,0.98,12.47,5.88,7.44,6.74,0.14,0.39,12.99,0.2522819965,Tephriphonolite
82.32,0.040000000000000036,9.3,0.9900000000000002,0.21999999999999975,0.4400000000000004,0.03,0.02999999999999997,6.47,0.078595724,Rhyolite
68.91,0.49,14.91,2.95,2.7,1.0099999999999998,0.5900000000000001,0.12,6.29,0.09127847918,Dacite
48.2,1.62,18.23,9.739,9.76,4.97,0.18,0.47,5.94,0.1232365145,Trachybasalt
53.96,0.59,18.39,7.14,8.94,4.82,0.148,0.189,3.6750000000000003,0.06810600445,Basaltic Andesite
44.74,2.37,12.15,7.51,13.72,9.38,0.23,0.61,3.79,0.08471166741,Basanite
54.6,0.98,15.0,4.57,6.48,5.42,0.21,0.36,12.22,0.2238095238,Tephriphonolite
49.02,1.6,18.0,8.86,8.29,3.69,0.16,0.62,6.18,0.1260709914,Trachybasalt
42.695,3.925,14.087,12.08,11.515,9.92,0.19,0.852,4.734,0.1108794941,Basanite
54.88,0.31000000000000005,14.7,3.49,11.29,0.9000000000000004,0.01999999999999999,0.10000000000000003,13.41,0.244351312,Phonolite
54.3,1.03,13.43,5.75,5.83,4.67,0.17,0.34,6.72,0.1408286326,Basaltic Trachyandesite
62.05,1.0,17.3,5.06,4.63,5.58,0.03,0.61,3.98,0.06414182111,Andesite
69.18,0.66,13.98,5.66,3.21,1.9099999999999997,0.12,0.09000000000000002,3.99,0.05767562879,Dacite
64.02,1.06,16.97,4.67,2.33,1.62,0.04000000000000001,0.39,7.84,0.1224617307,Trachydacite
51.94,1.91,16.61,8.82,6.04,2.92,0.19,1.2700000000000002,9.09,0.1750096265,Phonotephrite
71.0,0.19999999999999996,16.7,1.71,4.0,0.9000000000000004,0.0,0.06,5.4,0.07605633803,Dacite
55.99,2.03,15.96,5.77,7.93,3.39,0.24,0.22,6.31,0.1126986962,Basaltic Trachyandesite
53.07,0.63,14.47,4.23,5.06,5.95,0.17,0.33,12.78,0.2185089974,Tephriphonolite
56.4,0.49,14.3,2.37,10.67,1.2999999999999998,0.1,0.06,13.68,0.2425531915,Phonolite
48.28,2.58,18.07,8.25,7.66,3.0,0.2,0.81,8.37,0.1733637117,Phonotephrite
44.735,4.185,16.637,11.27,9.645,4.97,0.22,0.992,6.044,0.1351067397,Tephrite
79.14,0.28,14.81,1.4000000000000004,0.6100000000000003,0.3899999999999997,0.07,0.06,1.5899999999999999,0.020090978009999996,Rhyolite
62.14,0.44999999999999996,18.39,4.36,6.2,2.31,0.09,0.2,5.24,0.08432571612,Andesite
54.11,1.47,12.37,4.14,5.04,4.4,0.27,0.24,6.15,0.1308568228,Basaltic Trachyandesite
43.91,2.46,12.31,10.6,10.6,11.260000000000002,0.25,0.85,4.38,0.09974948759,Basanite
44.62,0.87,6.15,11.04,7.25,27.83,0.17,0.12,0.07000000000000028,0.0015688032270000096,Picrobasalt
60.82,0.72,15.85,7.15,7.01,3.74,0.13,0.10000000000000003,4.49,0.07382439987,Andesite
52.82,1.36,15.02,12.89,9.11,4.0,0.24,0.15,3.31,0.06266565695,Basaltic Andesite
50.45,2.1,16.17,11.47,8.64,5.62,0.24,0.44,3.73,0.0739345887,Basalt
58.16,0.33000000000000007,16.48,5.85,5.34,3.79,0.08,0.03999999999999998,8.84,0.1519944979,Trachyandesite
66.0,0.82,16.6,2.16,4.45,1.94,0.09,0.34,7.84,0.1187878788,Trachydacite
56.99,0.42999999999999994,14.89,2.42,10.92,1.7099999999999995,0.05,0.04999999999999999,12.55,0.22021407259999998,Phonolite
74.9,0.1499999999999999,13.32,0.9299999999999997,0.54,0.3600000000000003,0.07,0.10000000000000003,8.37,0.1117489987,Rhyolite
57.0,1.1,19.4,5.49,6.1,1.8200000000000003,0.09,0.54,7.81,0.1370175439,Trachyandesite
65.13,0.54,15.19,3.67,1.5599999999999996,1.2400000000000002,0.04000000000000001,0.12,9.61,0.1475510517,Trachydacite
48.99,0.44999999999999996,12.07,5.75,7.24,3.27,0.06000000000000001,0.02999999999999997,8.78,0.2209921226,Phonotephrite
61.18,0.64,16.62,6.14,6.71,3.16,0.12,0.13,4.89,0.07992808107,Andesite
56.86,0.5,15.71,4.98,5.58,4.92,0.15,0.33,11.59,0.2038339782,Tephriphonolite
48.43,1.25,17.24,12.62,7.22,8.66,0.15,0.10999999999999999,2.7799999999999994,0.05740243651,Basalt
63.91,0.72,16.0,4.57,1.79,1.3999999999999995,0.01999999999999999,0.28,8.82,0.1380065717,Trachydacite
47.84,2.92,14.65,11.14,11.35,6.55,0.16,0.37,3.67,0.07671404682,Basalt
53.34,0.89,15.2,4.39,6.85,4.39,0.11000000000000001,0.12,12.66,0.1960348342,Tephriphonolite
56.95,1.69,16.83,7.5,4.63,1.52,0.152,0.57,9.06,0.1590869183,Trachyandesite
51.78,0.8299999999999998,12.66,5.77,7.02,4.3,0.24,0.26,12.05,0.2424837886,Tephriphonolite
64.18,0.62,16.35,4.37,3.8,1.7000000000000006,0.08,0.19000000000000003,7.54,0.1174820816,Trachydacite
67.09,0.39,16.84,3.99,4.43,1.2199999999999998,0.12,0.18,5.75,0.08570576837,Dacite
40.46,3.37,14.52,6.78,8.78,13.97,0.26,1.2700000000000002,7.62,0.1883341572,Foidite
48.44,2.61,16.64,10.62,7.83,3.8599999999999994,0.15,0.84,7.24,0.1494632535,Tephrite
53.9,1.94,15.39,6.99,7.97,4.28,0.32,0.48,5.77,0.1070500928,Basaltic Trachyandesite
73.42,0.17999999999999994,10.54,3.6299999999999994,0.29000000000000004,0.0,0.06000000000000001,0.0,9.75,0.1327976028,Rhyolite
50.92,1.21,16.65,9.5,10.81,5.73,0.18,0.2,3.1500000000000004,0.06186174391,Basalt
60.55,0.57,18.61,6.2,7.08,2.92,0.14,0.29,4.09,0.06754748142,Andesite
52.65,0.91,13.91,6.4,7.51,4.9,0.32,0.25,10.18,0.1933523267,Tephriphonolite
