SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2,Predicted_Label
49.61,0.55,13.76,4.36,7.49,2.0199999999999996,0.07,0.02999999999999997,9.25,0.1699669967,Phonotephrite
59.36,0.53,14.31,5.7,6.89,3.34,0.05,0.04999999999999999,7.24,0.121967655,Trachyandesite
41.19,4.66,13.25,14.02,11.59,9.69,0.21,0.8699999999999999,4.35,0.1056081573,Basanite
46.09,3.51,12.51,6.8,11.69,6.99,0.11000000000000001,0.48,11.56,0.2508136255,Foidite
48.0,3.04,16.12,8.95,7.39,3.18,0.17,0.9199999999999999,9.28,0.1933333333,Phonotephrite
60.05,0.85,17.56,5.38,6.33,3.69,0.1,0.32,5.72,0.09525395504,Andesite
46.6,2.93,16.4,9.72,9.9,5.1,0.19,1.01,6.95,0.1491416309,Tephrite
58.03,0.41999999999999993,14.63,5.18,6.68,3.7,0.03,0.02999999999999997,9.88,0.1702567637,Trachyandesite
43.33,1.07,11.43,12.1,11.61,16.72,0.31,0.02999999999999997,2.1799999999999997,0.05031156243,Picrobasalt
52.48,1.35,18.04,8.15,7.87,5.58,0.12,0.28,4.12,0.07850609756,Basaltic Andesite
62.96,0.75,13.79,3.81,5.22,2.4,0.19,0.02999999999999997,11.25,0.1786848793,Trachyte
60.71,0.59,14.95,4.07,6.85,2.6,0.06000000000000001,0.020000000000000018,8.19,0.1349036403,Trachyandesite
61.23,0.6899999999999998,13.34,3.82,5.36,2.94,0.04000000000000001,0.07,11.38,0.1858566062,Trachyte
55.41,0.6,19.58,5.41,9.49,4.78,0.26,0.07,3.1400000000000006,0.0566684714,Basaltic Andesite
43.92,0.47,6.290000000000001,10.78,5.56,31.309999999999995,0.18,0.02999999999999997,0.2499999999999991,0.005692167577000001,Picrobasalt
55.13,2.47,15.37,6.72,6.88,3.89,0.29,0.35,7.14,0.1295120624,Basaltic Trachyandesite
39.5,1.48,16.5,12.26,7.34,9.58,0.28,1.21,12.81,0.3243037975,Foidite
47.5,0.96,16.1,7.35,9.88,5.16,0.15,0.83,9.27,0.1951578947,Phonotephrite
60.65,0.54,17.02,4.84,6.06,3.7200000000000006,0.1,0.17,5.76,0.09497114592,Andesite
42.01,4.13,11.57,11.71,9.93,10.21,0.15,1.45,3.17,0.07545822423000001,Basanite
44.01,0.52,12.5,9.57,9.67,19.84,0.11000000000000001,0.25,2.04,0.04635310157,Picrobasalt
67.35,0.77,15.14,3.6,2.7199999999999998,1.58,0.07,0.25,6.59,0.09784706756,Dacite
50.96,1.413,16.32,9.47,9.029,5.573,0.169,0.415,5.413,0.1062205651,Trachybasalt
47.87,2.32,14.53,9.98,6.2,7.95,0.14,1.04,8.76,0.1829956131,Phonotephrite
53.08,1.55,17.39,8.18,5.33,6.41,0.12,0.17,4.86,0.09155990957,Basaltic Andesite
47.06,1.33,12.73,9.13,6.95,5.73,0.16,1.19,12.87,0.273480663,Foidite
59.19,0.1100000000000001,21.42,1.7000000000000002,3.1100000000000003,0.21999999999999975,0.1,0.10000000000000003,14.05,0.2373711776,Phonolite
61.75,0.26,16.93,4.74,0.9100000000000001,0.13000000000000078,0.12,0.046999999999999986,12.26,0.1985425101,Trachyte
56.19,1.62,13.85,6.59,9.25,5.97,0.16,0.13,5.14,0.09147535149,Basaltic Andesite
44.58,0.27,4.959999999999999,10.52,5.85,32.37,0.23,0.17,0.75,0.01682368775000001,Picrobasalt
44.06,2.206,11.79,11.99,11.11,12.27,0.2,0.391,4.178,0.09482523831,Basanite
40.77,2.15,10.09,12.31,11.4,11.84,0.32,1.35,9.94,0.2438067206,Foidite
38.5,2.17,13.09,11.21,12.47,13.8,0.17,0.64,7.98,0.2072727273,Foidite
44.51,2.3,13.45,11.62,9.26,9.82,0.17,0.69,4.22,0.09481015502,Basanite
40.22,2.38,13.23,6.0,11.34,12.44,0.26,1.32,12.81,0.3184982596,Foidite
68.04,0.8299999999999998,12.37,7.35,2.54,0.8799999999999999,0.09,0.26,6.76,0.09935332158,Dacite
47.41,1.6,17.39,10.099,11.06,5.75,0.19,0.46,5.45,0.1149546509,Trachybasalt
73.876,0.16100000000000003,13.125,0.6699999999999999,1.1369999999999996,0.19600000000000062,0.0040000000000000036,0.04299999999999998,8.465,0.1145838973,Rhyolite
54.5,1.91,15.76,6.85,7.33,4.42,0.12,0.24,6.54,0.12,Basaltic Trachyandesite
59.2,0.576,16.64,7.31,0.8689999999999998,0.8639999999999999,0.1,0.131,12.01,0.2028716216,Trachyte
43.08,4.71,7.040000000000001,13.7,9.49,15.52,0.2,0.54,2.8900000000000006,0.06708449396,Picrobasalt
43.21,1.57,13.37,9.83,7.88,11.47,0.34,0.86,11.39,0.2635963897,Foidite
54.3,0.63,15.09,7.69,8.95,7.57,0.14,0.12,3.3999999999999995,0.06261510129,Basaltic Andesite
76.65,0.12400000000000011,12.94,0.7400000000000002,0.54,0.07000000000000028,0.038000000000000006,0.02200000000000002,8.795,0.1147423353,Rhyolite
78.7,0.040000000000000036,12.01,0.4900000000000002,0.7800000000000002,0.14000000000000057,0.010000000000000009,0.009999999999999953,7.74,0.09834815756,Rhyolite
42.59,3.53,15.21,14.18,11.17,5.82,0.24,1.25,6.0,0.1408781404,Tephrite
76.58,0.49,14.37,0.8600000000000003,0.75,0.41999999999999993,0.03,0.06,5.06,0.06607469313,Rhyolite
44.24,1.8,10.26,12.82,9.78,16.17,0.19,0.18,2.05,0.04633815552000001,Picrobasalt
41.79,4.59,13.76,13.36,11.98,7.9,0.178,0.528,4.076,0.09753529553,Basanite
53.62,1.27,17.68,6.39,8.57,5.02,0.08,0.34,5.03,0.09380828049,Basaltic Andesite
52.88,1.25,15.77,9.45,9.88,5.3,0.18,0.14,3.8000000000000003,0.07186081694,Basaltic Andesite
55.6,1.29,18.03,7.01,4.66,1.54,0.09,0.8799999999999999,8.33,0.1498201439,Trachyandesite
50.42,1.08,16.75,8.59,7.85,7.11,0.145,0.522,5.22,0.1035303451,Trachybasalt
57.49,0.3400000000000001,16.84,4.33,5.36,2.56,0.04000000000000001,0.08000000000000002,10.22,0.177770047,Trachyandesite
77.0,0.24,12.0,1.7000000000000002,0.14000000000000057,0.13000000000000078,0.01999999999999999,0.04999999999999999,8.2,0.1064935065,Rhyolite
43.69,2.25,13.62,7.04,10.99,10.13,0.2,1.14,10.82,0.2476539254,Foidite
53.95,1.22,18.72,9.18,8.61,4.0,0.16,0.25,3.91,0.07247451344,Basaltic Andesite
51.78,0.71,15.58,6.73,6.83,4.04,0.22,0.35,11.49,0.2219003476,Tephriphonolite
48.4,2.72,19.4,9.9,7.74,2.66,0.13,0.46,5.39,0.1113636364,Trachybasalt
54.6,1.05,17.38,7.39,7.82,5.58,0.13,0.37,5.44,0.09963369963,Basaltic Andesite
55.69,2.44,14.99,6.77,7.66,3.64,0.18,0.14,6.71,0.120488418,Basaltic Trachyandesite
39.47,3.97,13.79,12.77,8.33,11.88,0.33,0.46,6.84,0.1732961743,Foidite
59.27,0.694,18.02,5.3,4.91,2.86,0.10899999999999999,0.196,6.725,0.1134638097,Trachyandesite
55.1,1.21,13.94,4.45,7.6,3.64,0.17,0.22,5.79,0.1339593714,Basaltic Trachyandesite
65.06,0.57,14.43,2.0700000000000003,4.48,1.3399999999999999,0.06000000000000001,0.35,9.5,0.1460190593,Trachydacite
71.8,0.4,12.75,3.95,1.4299999999999997,0.4800000000000004,0.075,0.04799999999999999,8.13,0.1132311978,Rhyolite
57.66,0.42999999999999994,18.72,8.05,3.64,7.36,0.28,0.79,0.8700000000000001,0.015088449530000006,Andesite
55.61,2.22,15.35,6.84,7.7,3.83,0.32,0.16000000000000003,6.33,0.1138284481,Basaltic Trachyandesite
57.98,0.835,14.55,6.16,5.77,4.72,0.066,0.544,7.14,0.1231459124,Trachyandesite
55.55,0.81,18.9,7.88,7.44,3.35,0.16,0.25,4.89,0.08802880288,Basaltic Andesite
48.1,1.51,19.06,9.705,9.95,4.46,0.17,0.37,5.57,0.1158004158,Trachybasalt
76.23,0.040000000000000036,12.77,1.08,0.5499999999999998,0.009999999999999787,0.05,0.020000000000000018,8.19,0.1074380165,Rhyolite
74.16,0.15999999999999992,12.51,1.46,1.3399999999999999,0.11000000000000032,0.010000000000000009,0.07,8.86,0.1194714132,Rhyolite
49.68,1.783,14.94,11.62,11.87,7.37,0.188,0.14800000000000002,2.4000000000000004,0.04830917874,Basalt
53.9,1.94,15.39,6.99,7.97,4.28,0.32,0.48,5.77,0.1070500928,Basaltic Trachyandesite
56.94,0.54,16.34,5.5,5.71,3.87,0.03,0.03999999999999998,8.81,0.1547242712,Trachyandesite
43.46,1.94,13.35,9.79,9.34,13.1,0.16,0.76,5.49,0.1263230557,Tephrite
45.69,1.38,12.4,10.9,9.62,7.83,0.14,0.8999999999999999,11.89,0.2602319982,Foidite
54.7,1.07,16.58,7.91,10.13,5.47,0.18,0.27,3.71,0.06782449726,Basaltic Andesite
53.39,2.46,15.35,5.76,7.32,4.38,0.15,0.18,8.04,0.1505899981,Basaltic Trachyandesite
52.0,0.59,12.72,5.54,5.67,5.7,0.26,0.16000000000000003,11.73,0.2330186933,Tephriphonolite
64.13,0.6899999999999998,14.64,3.3300000000000005,3.48,1.2300000000000004,0.05,0.31,9.34,0.1456416654,Trachydacite
77.37,0.18999999999999995,12.76,1.0999999999999996,1.25,0.17999999999999972,0.06000000000000001,0.02999999999999997,6.93,0.08956960062,Rhyolite
68.1,0.6,12.7,5.36,3.5699999999999994,1.29,0.11000000000000001,0.13,5.9,0.08663729809,Dacite
49.97,1.28,16.79,7.72,9.51,7.15,0.13,0.43,5.59,0.1118671203,Trachybasalt
50.1,0.99,12.9,4.83,7.31,4.74,0.24,0.38,12.38,0.2420710737,Tephriphonolite
43.86,3.63,15.91,13.37,7.23,5.33,0.18,0.9649999999999999,7.13,0.1625626995,Tephrite
41.87,1.17,16.6,9.89,10.25,8.33,0.17,1.08,10.64,0.2541198949,Foidite
57.01,0.52,15.02,2.55,11.18,0.6200000000000001,0.06000000000000001,0.03999999999999998,12.41,0.2176811086,Phonolite
44.28,2.22,10.44,12.33,8.29,19.95,0.17,0.10000000000000003,2.8100000000000005,0.06345980126,Picrobasalt
54.89,1.61,14.23,4.54,6.26,3.9299999999999997,0.2,0.48,6.25,0.1287295928,Basaltic Trachyandesite
66.26,0.72,18.19,3.87,5.8,4.53,0.18,0.16000000000000003,0.9100000000000001,0.013733776030000006,Dacite
46.47,2.51,11.96,11.73,9.46,7.09,0.1,0.31,10.97,0.2360662793,Foidite
43.65,3.11,15.09,11.29,9.22,8.81,0.17,0.68,5.4,0.1237113402,Tephrite
51.1,2.38,13.05,14.34,10.04,5.61,0.25,0.19000000000000003,3.3200000000000003,0.06497064579,Basalt
54.99,1.03,14.86,7.48,6.19,7.56,0.13,0.3,4.88,0.08874340789,Basaltic Andesite
63.66,0.81,17.02,4.0,2.8600000000000003,0.8300000000000001,0.04000000000000001,0.22,9.95,0.1562990889,Trachydacite
40.4,3.85,17.05,8.42,9.84,13.89,0.31,1.01,5.81,0.1438118812,Foidite
59.41,0.56,16.7,4.24,5.94,3.63,0.06000000000000001,0.03999999999999998,8.76,0.1474499243,Trachyandesite
57.54,0.3599999999999999,13.95,2.63,10.71,0.9299999999999997,0.06000000000000001,0.06,12.3,0.2137643379,Phonolite
44.4,2.35,15.3,9.18,10.7,7.9,0.3,1.03,7.03,0.1583333333,Tephrite
51.47,0.51,13.61,6.77,5.66,5.97,0.24,0.12,10.8,0.2093922652,Tephriphonolite
54.19,2.18,15.64,5.91,7.29,3.91,0.1,0.46,8.07,0.148920465,Basaltic Trachyandesite
56.26,1.48,16.64,4.43,10.73,5.3,0.1,0.16000000000000003,2.0700000000000003,0.03679345893999998,Basaltic Andesite
48.4,0.87,18.5,7.32,8.32,3.43,0.14,0.85,10.65,0.2200413223,Phonotephrite
49.81,0.43999999999999995,13.59,4.84,6.24,2.25,0.07,0.10000000000000003,7.84,0.2192235831,Phonotephrite
53.74,2.43,15.4,6.88,7.92,4.4,0.19,0.47,7.66,0.1425381466,Basaltic Trachyandesite
48.34,1.57,18.47,9.242,9.56,4.95,0.18,0.41,6.16,0.1274306992,Trachybasalt
47.3,1.98,15.84,8.94,8.4,8.51,0.17,0.71,7.17,0.1515856237,Tephrite
53.9,0.64,13.11,6.1,5.63,6.76,0.19,0.24,12.2,0.2263450835,Tephriphonolite
42.22,1.35,15.49,10.67,6.55,10.17,0.26,0.48,13.14,0.3112269067,Foidite
61.75,0.63,15.95,2.37,4.95,1.0999999999999996,0.16,0.03999999999999998,13.09,0.2119838057,Trachyte
57.48,0.54,18.92,6.21,9.67,3.28,0.15,0.10999999999999999,2.54,0.04418928323,Andesite
55.6,0.44999999999999996,15.88,2.37,10.4,1.4699999999999998,0.06000000000000001,0.07,13.13,0.2361510791,Phonolite
54.8,1.93,14.69,9.27,6.59,6.02,0.13,0.14,5.03,0.09178832117,Basaltic Andesite
56.9,0.54,14.47,3.12,10.69,1.65,0.03,0.03999999999999998,12.36,0.2172231986,Phonolite
42.76,3.13,13.57,12.22,11.65,10.29,0.18,0.5,3.01,0.07039289055,Basanite
41.75,2.42,12.89,12.52,12.19,8.12,0.21,1.71,6.29,0.1506586826,Tephrite
54.99,1.47,15.88,6.55,6.81,4.72,0.32,0.42,5.95,0.1082014912,Basaltic Trachyandesite
53.49,0.91,14.96,6.82,5.46,5.96,0.29,0.16000000000000003,9.86,0.2470930233,Tephriphonolite
57.6,0.31000000000000005,14.7,5.95,6.45,3.74,0.05,0.02999999999999997,10.55,0.1831597222,Trachyandesite
43.87,4.498,15.56,12.83,9.87,5.16,0.166,0.61,3.7,0.08434009574,Basanite
62.14,0.3400000000000001,14.68,5.18,5.52,3.25,0.07,0.07,7.52,0.1210170583,Trachyandesite
42.34,5.33,13.04,11.67,12.23,7.15,0.19,0.84,6.68,0.1577704299,Tephrite
49.72,0.48,12.14,5.74,7.12,3.43,0.03,0.04999999999999999,9.78,0.2249737671,Phonotephrite
42.33,3.39,13.63,12.44,10.19,10.13,0.17,0.82,4.39,0.1037089535,Basanite
57.06,1.86,14.06,7.79,7.76,5.66,0.31,0.49,3.4100000000000006,0.0597616544,Andesite
63.3,0.78,17.23,5.46,4.62,1.7099999999999995,0.05,0.25,6.1,0.09636650869,Dacite
46.66,2.57,11.42,11.23,10.92,10.94,0.16,0.54,4.43,0.09494213459,Basalt
58.14,0.33000000000000007,16.36,5.14,5.56,3.49,0.08,0.06,8.85,0.1522187822,Trachyandesite
65.43,1.01,15.16,2.0700000000000003,2.4799999999999995,1.6100000000000003,0.07,0.32,8.9,0.1360232309,Trachydacite
50.42,0.3400000000000001,13.38,4.79,7.79,2.29,0.06000000000000001,0.020000000000000018,8.51,0.1824123589,Phonotephrite
44.82,1.4,11.82,8.47,12.69,18.88,0.26,0.12,1.0999999999999996,0.024542614899999995,Picrobasalt
57.32,0.99,17.7,6.9,7.3,4.0,0.12,0.21,4.69,0.0818213538,Andesite
61.63,0.8,16.01,5.02,5.69,4.0,0.09,0.26,6.25,0.1014116502,Andesite
43.59,1.6,7.089999999999999,12.6,7.58,23.259999999999998,0.16,0.15,1.63,0.03739389768000001,Picrobasalt
53.04,1.01,12.76,4.28,7.97,4.94,0.17,0.16000000000000003,6.43,0.1183220467,Basaltic Trachyandesite
56.12,0.58,13.92,3.86,10.15,1.4900000000000007,0.09,0.03999999999999998,12.62,0.2248752673,Phonolite
65.46,1.42,14.44,4.81,3.31,1.2999999999999998,0.08,0.51,8.11,0.1238924534,Trachydacite
49.02,0.45999999999999996,12.5,5.45,6.57,2.65,0.04000000000000001,0.08000000000000002,8.84,0.2080900751,Phonotephrite
48.93,2.71,16.8,11.25,7.48,3.56,0.22,0.97,6.35,0.1297772328,Trachybasalt
43.18,1.33,10.03,11.28,11.53,19.72,0.11000000000000001,0.23,2.3900000000000006,0.055349698929999996,Picrobasalt
43.53,2.43,14.26,10.46,8.07,11.85,0.16,0.7,5.68,0.1304847232,Tephrite
56.64,0.3400000000000001,14.49,3.6299999999999994,11.31,1.3499999999999996,0.05,0.04999999999999999,12.41,0.2191031073,Phonolite
66.9,0.68,16.0,3.18,1.04,0.5199999999999996,0.05,0.18,11.24,0.1680119581,Trachyte
55.11,1.4,16.22,9.66,7.9,3.66,0.2,0.23,4.55,0.08256214843,Basaltic Andesite
43.24,3.02,17.74,8.18,8.78,9.05,0.16,1.33,9.3,0.2150786309,Foidite
50.25,2.073,16.39,11.21,9.85,6.37,0.181,0.255,3.42,0.06805970149,Basalt
57.09,0.63,19.61,6.66,7.55,2.62,0.15,0.32,4.31,0.07549483272,Andesite
42.16,2.1,12.97,10.95,8.85,18.11,0.13,0.02999999999999997,2.9800000000000004,0.07068311195,Picrobasalt
52.72,1.96,15.39,6.64,5.21,3.8599999999999994,0.17,0.49,6.1,0.1431192661,Basaltic Trachyandesite
55.01,0.68,15.37,6.84,7.57,7.62,0.12,0.18,4.6,0.08362115979,Basaltic Andesite
50.01,1.01,14.22,4.65,7.88,4.27,0.23,0.28,7.2,0.1191481549,Basaltic Trachyandesite
47.8,1.83,12.3,7.64,10.55,8.65,0.12,1.8899999999999997,7.1,0.1485355649,Tephrite
55.39,0.89,18.4,6.42,5.77,2.67,0.1,0.59,8.19,0.1478606247,Trachyandesite
73.41,0.1299999999999999,13.34,1.5099999999999998,-8.881784197001252e-16,0.6600000000000001,0.04000000000000001,0.09000000000000002,9.04,0.1231439858,Rhyolite
67.08,1.18,14.71,3.27,4.05,0.7000000000000002,0.09,0.35,8.04,0.1198568873,Trachydacite
44.46,3.71,14.45,11.72,13.22,7.14,0.19,0.7,3.1099999999999994,0.06995051732,Basanite
49.74,0.32000000000000006,12.91,5.31,7.45,3.4,0.04000000000000001,0.02999999999999997,8.88,0.2170381171,Phonotephrite
66.41,0.51,15.07,3.3199999999999994,3.0900000000000003,1.2400000000000002,0.07,0.147,7.19,0.1082668273,Dacite
54.52,2.46,15.91,6.18,6.16,3.88,0.25,0.43,7.03,0.1186986056,Basaltic Trachyandesite
45.78,1.75,15.39,12.09,10.09,10.36,0.2,0.16000000000000003,2.42,0.05286151157999999,Basalt
74.46,0.1499999999999999,12.59,1.17,0.5499999999999998,0.3200000000000003,0.09,0.09000000000000002,9.98,0.1340316949,Rhyolite
75.28,0.63,12.85,2.74,2.04,0.6600000000000001,0.09,0.04999999999999999,6.62,0.08793836344,Rhyolite
53.27,0.51,14.84,6.64,5.32,5.69,0.25,0.23,10.34,0.1941055003,Tephriphonolite
54.09,1.39,14.04,11.46,9.83,5.49,0.18,0.18,3.34,0.06174893696,Basaltic Andesite
44.66,2.97,12.37,11.82,13.04,9.33,0.2,0.43,3.53,0.07904164801,Basanite
60.0,0.6,16.7,5.83,6.0,4.25,0.09,0.12,5.25,0.0875,Andesite
48.4,1.74,12.75,7.66,10.2,8.44,0.12,1.67,7.64,0.1578512397,Tephrite
43.43,2.0,13.14,7.7,9.21,13.81,0.32,0.9099999999999999,10.38,0.2390052959,Foidite
60.9,0.78,15.2,5.19,5.15,4.69,0.1,0.2,5.79,0.09507389163,Andesite
62.97,0.62,13.56,3.6299999999999994,4.97,2.21,0.17,0.03999999999999998,10.86,0.1724630777,Trachyte
49.0,0.9,14.9,11.07,12.0,7.8,0.19,0.07,2.75,0.05612244898,Basalt
70.6,0.42999999999999994,14.9,2.87,1.2400000000000002,0.22999999999999954,0.04000000000000001,0.15,9.22,0.1305949008,Rhyolite
41.25,2.22,17.29,11.6,7.79,8.23,0.27,1.05,9.39,0.2276363636,Foidite
45.62,3.15,16.41,12.72,9.32,6.88,0.19,0.34,4.18,0.09162647961,Basalt
73.6,0.41999999999999993,14.9,1.0499999999999998,0.1299999999999999,0.17999999999999972,0.010000000000000009,0.02999999999999997,8.27,0.1123641304,Rhyolite
58.58,1.25,16.87,6.94,4.06,1.7199999999999998,0.18,0.44,9.15,0.1561966541,Trachyandesite
60.91,0.99,14.07,2.42,4.56,2.43,0.03,0.17,12.55,0.2060417009,Trachyte
67.78,0.92,15.95,4.39,2.7299999999999995,3.37,0.1,0.02999999999999997,3.2900000000000005,0.04853939215,Dacite
66.5,0.6,15.6,4.68,4.8,1.6000000000000005,0.1,0.10000000000000003,5.5,0.08270676692,Dacite
46.65,0.832,15.78,7.62,10.19,4.66,0.15,0.74,10.91,0.233869239,Foidite
47.75,0.54,12.23,5.18,6.57,3.98,0.06000000000000001,0.10000000000000003,10.69,0.2060732984,Phonotephrite
50.66,1.369,14.71,8.19,9.33,9.07,0.151,0.4,5.32,0.1050138176,Trachybasalt
52.55,1.14,13.79,6.67,7.77,4.86,0.19,0.17,5.59,0.1074714759,Basaltic Trachyandesite
57.33,1.2,16.21,6.7,5.46,2.57,0.1,0.03999999999999998,9.62,0.1678004535,Trachyandesite
63.84,0.73,17.59,2.95,1.5700000000000003,1.4500000000000002,0.06000000000000001,0.10000000000000003,9.39,0.1470864662,Trachydacite
68.4,0.3599999999999999,14.1,4.56,2.63,0.28000000000000025,0.14,0.10000000000000003,7.6,0.1111111111,Dacite
53.59,0.58,16.61,8.3,10.91,6.17,0.16,0.19000000000000003,2.63,0.049076320209999996,Basaltic Andesite
43.51,3.99,12.32,6.34,9.58,12.09,0.17,0.52,11.11,0.2553435992,Foidite
54.52,0.93,13.51,6.48,6.23,5.55,0.14,0.4,12.05,0.2210198092,Tephriphonolite
42.93,1.33,7.08,11.98,7.58,25.159999999999997,0.18,0.14,1.6600000000000001,0.038667598420000004,Picrobasalt
50.75,0.96,15.9,11.61,9.8,4.66,0.23,0.35,4.79,0.09438423645,Basalt
42.03,3.45,11.6,12.47,11.74,10.84,0.16,0.5,3.43,0.08160837497,Basanite
57.39,0.53,15.15,2.9000000000000004,10.06,1.1600000000000001,0.1,0.09000000000000002,11.97,0.2085729221,Phonolite
53.9,1.94,15.39,6.99,7.97,4.28,0.32,0.48,5.77,0.1070500928,Basaltic Trachyandesite
65.83,0.57,15.69,3.49,3.42,0.9500000000000002,0.07,0.15,7.16,0.1087650008,Dacite
76.58,0.39,14.0,0.96,0.5499999999999998,0.34000000000000075,0.03,0.09000000000000002,5.31,0.06933925307,Rhyolite
62.92,0.84,19.14,2.95,0.9900000000000002,0.4400000000000004,0.22,0.10999999999999999,12.05,0.1915130324,Trachyte
53.35,0.77,18.25,7.79,8.57,4.7,0.14,0.12,3.95,0.0740393627,Basaltic Andesite
60.72,0.49,16.99,4.84,5.62,3.56,0.01999999999999999,0.10000000000000003,6.78,0.1116600791,Trachyandesite
56.35,1.238,16.78,6.56,7.17,5.13,0.098,0.251,5.276,0.09362910382,Basaltic Andesite
62.22,0.73,13.29,2.67,4.26,2.7899999999999996,0.12,0.07,11.69,0.1878817101,Trachyte
43.65,3.8,15.13,13.18,9.85,7.12,0.22,0.9299999999999999,6.12,0.1402061856,Tephrite
71.99,0.44999999999999996,14.47,0.7800000000000002,1.3999999999999995,0.4500000000000002,0.04000000000000001,0.09000000000000002,11.13,0.1546048062,Rhyolite
53.75,0.606,13.53,8.89,11.638,6.698,0.185,0.04899999999999999,2.2409999999999997,0.04169302326,Basaltic Andesite
62.2,0.85,16.4,4.9,4.9,2.3,0.09,0.28,6.7,0.1077170418,Andesite
48.58,0.6,12.57,4.81,6.38,2.7899999999999996,0.04000000000000001,0.04999999999999999,9.18,0.2276721848,Phonotephrite
65.28,1.29,15.77,2.7,3.19,0.6799999999999997,0.04000000000000001,0.25,9.71,0.1487438725,Trachydacite
41.5,2.57,13.05,12.61,12.63,8.43,0.2,1.63,5.37,0.1293975904,Tephrite
54.47,0.67,14.95,4.28,7.18,6.06,0.15,0.49,10.74,0.1971727556,Tephriphonolite
43.9,3.22,16.22,10.11,10.76,5.37,0.21,1.02,7.27,0.1656036446,Tephrite
48.5,2.72,16.0,8.01,9.6,5.7,0.14,0.8,6.3,0.1298969072,Trachybasalt
61.35,1.2,17.93,3.97,3.23,0.6699999999999999,0.07,0.10999999999999999,8.81,0.143602282,Trachydacite
57.52,0.9,14.86,5.0,6.88,4.47,0.09,0.55,7.53,0.1309109875,Trachyandesite
72.99,0.22999999999999998,13.69,2.24,0.54,0.3200000000000003,0.01999999999999999,0.02999999999999997,7.56,0.1035758323,Rhyolite
47.12,0.53,13.98,4.09,7.45,2.05,0.01999999999999999,0.06,8.62,0.1879359869,Phonotephrite
65.9,0.48,14.7,5.24,1.0599999999999996,0.20000000000000018,0.15,0.07,11.58,0.1757207891,Trachyte
46.27,2.74,16.75,10.82,9.15,5.2,0.16,0.6,5.98,0.1292414091,Tephrite
49.77,2.55,15.63,14.28,7.93,4.84,0.2,0.85,5.61,0.1127185051,Trachybasalt
61.31,1.02,16.47,5.26,4.66,2.54,0.11000000000000001,0.39,7.56,0.1233077801,Trachyandesite
42.77,4.05,12.01,12.09,11.74,12.17,0.2,0.62,3.38,0.07902735562,Basanite
47.08,0.814,13.4,9.1,10.31,14.83,0.167,0.141,2.6370000000000005,0.05601104503,Basalt
54.59,2.42,15.86,6.78,6.48,4.78,0.31,0.45,7.37,0.1350064114,Basaltic Trachyandesite
44.61,3.61,14.34,7.52,7.88,8.25,0.34,1.12,12.45,0.2790854069,Foidite
54.24,1.9,13.96,5.32,5.99,4.23,0.11000000000000001,0.13,7.95,0.1397141783,Basaltic Trachyandesite
66.32,0.96,13.37,5.47,4.84,2.8,0.1,0.19000000000000003,5.29,0.07976477684,Dacite
63.56,0.3799999999999999,19.3,2.0199999999999996,1.29,0.3899999999999997,0.16,0.03999999999999998,12.13,0.1908432977,Trachyte
56.1,0.84,19.1,3.0,9.8,5.3,0.01999999999999999,0.10000000000000003,4.87,0.08680926916,Basaltic Andesite
58.0,0.73,17.5,5.96,6.77,3.96,0.12,0.22,5.72,0.09862068966,Andesite
53.9,1.94,15.39,6.99,7.97,4.28,0.32,0.48,5.77,0.1070500928,Basaltic Trachyandesite
49.97,0.49,12.2,4.8,6.86,3.59,0.09,0.07,8.18,0.1623931624,Phonotephrite
54.4,0.73,17.3,12.46,7.12,5.75,0.22,0.10999999999999999,1.88,0.034558823530000005,Basaltic Andesite
65.7,0.4099999999999998,17.74,4.15,4.81,1.0700000000000003,0.14,0.23,5.76,0.08767123288,Dacite
41.25,2.73,11.88,12.31,11.8,12.5,0.19,0.41,3.3,0.08,Basanite
60.08,0.55,16.36,4.75,3.91,1.5700000000000003,0.05,0.31,10.34,0.1721038615,Trachyte
63.28,1.31,17.82,2.13,3.76,1.79,0.05,0.43,8.68,0.1371681416,Trachydacite
44.6,2.69,12.4,11.5,10.7,12.4,0.18,0.74,4.31,0.0966367713,Basanite
43.23,1.91,13.1,9.9,9.18,13.7,0.17,0.76,5.4,0.1249132547,Tephrite
65.94,0.64,14.69,4.45,0.5800000000000001,0.41000000000000014,0.12,0.33,11.63,0.1763724598,Trachyte
74.61,0.22999999999999998,15.01,0.6600000000000001,0.11000000000000032,0.09999999999999964,0.010000000000000009,0.03999999999999998,9.18,0.123039807,Rhyolite
63.85,0.52,15.48,6.14,1.1900000000000004,0.34000000000000075,0.11000000000000001,0.08000000000000002,11.32,0.1772905247,Trachyte
65.34,0.93,18.68,5.98,1.7199999999999998,2.63,0.1,0.12,5.3,0.08111417202,Dacite
51.85,0.88,14.91,5.83,6.15,6.35,0.26,0.47,10.37,0.2283061766,Tephriphonolite
54.79,0.65,12.99,5.51,6.57,6.35,0.12,0.41,10.92,0.1993064428,Tephriphonolite
60.13,0.52,23.57,2.99,2.1100000000000003,0.9900000000000002,0.26,0.10000000000000003,8.99,0.1495093963,Trachyandesite
58.66,0.39,15.13,4.03,6.82,3.21,0.08,0.06,9.93,0.1692806001,Trachyandesite
